animeID,name,type,source,genre,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,year
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Shounen,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Action,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Sci-Fi,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Comedy,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Historical,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Parody,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Samurai,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Shounen,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Action,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Sci-Fi,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Comedy,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Historical,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Parody,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Samurai,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Shounen,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Action,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Sci-Fi,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Comedy,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Historical,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Parody,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Samurai,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,Shounen,12,Finished Airing,FALSE,43108,43161,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,2018
36999,Zoku Owarimonogatari,Movie,Light novel,Comedy,1,Finished Airing,FALSE,43414,NA,2 hr 28 min,R - 17+ (violence & profanity),8.58,979,78,1625,52430,2018
36999,Zoku Owarimonogatari,Movie,Light novel,Mystery,1,Finished Airing,FALSE,43414,NA,2 hr 28 min,R - 17+ (violence & profanity),8.58,979,78,1625,52430,2018
36999,Zoku Owarimonogatari,Movie,Light novel,Supernatural,1,Finished Airing,FALSE,43414,NA,2 hr 28 min,R - 17+ (violence & profanity),8.58,979,78,1625,52430,2018
36999,Zoku Owarimonogatari,Movie,Light novel,Vampire,1,Finished Airing,FALSE,43414,NA,2 hr 28 min,R - 17+ (violence & profanity),8.58,979,78,1625,52430,2018
37208,Mo Dao Zu Shi,ONA,Novel,Action,15,Finished Airing,FALSE,43290,NA,24 min per ep,R - 17+ (violence & profanity),8.66,7822,54,2191,33499,2018
37208,Mo Dao Zu Shi,ONA,Novel,Adventure,15,Finished Airing,FALSE,43290,NA,24 min per ep,R - 17+ (violence & profanity),8.66,7822,54,2191,33499,2018
37208,Mo Dao Zu Shi,ONA,Novel,Mystery,15,Finished Airing,FALSE,43290,NA,24 min per ep,R - 17+ (violence & profanity),8.66,7822,54,2191,33499,2018
37208,Mo Dao Zu Shi,ONA,Novel,Comedy,15,Finished Airing,FALSE,43290,NA,24 min per ep,R - 17+ (violence & profanity),8.66,7822,54,2191,33499,2018
37208,Mo Dao Zu Shi,ONA,Novel,Historical,15,Finished Airing,FALSE,43290,NA,24 min per ep,R - 17+ (violence & profanity),8.66,7822,54,2191,33499,2018
37208,Mo Dao Zu Shi,ONA,Novel,Supernatural,15,Finished Airing,FALSE,43290,NA,24 min per ep,R - 17+ (violence & profanity),8.66,7822,54,2191,33499,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Comedy,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Supernatural,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Romance,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,School,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Comedy,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Supernatural,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Romance,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,School,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Comedy,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Supernatural,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Romance,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,School,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Comedy,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Supernatural,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Romance,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,School,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Comedy,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Supernatural,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Romance,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,School,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Comedy,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Supernatural,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Romance,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,School,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Comedy,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Supernatural,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,Romance,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,School,13,Finished Airing,FALSE,43377,43436,24 min per ep,PG-13 - Teens 13 or older,8.53,147803,91,264,301245,2018
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,Manga,Action,14,Finished Airing,FALSE,43290,NA,24 min per ep,PG-13 - Teens 13 or older,8.85,16645,23,1861,43632,2018
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,Manga,Comedy,14,Finished Airing,FALSE,43290,NA,24 min per ep,PG-13 - Teens 13 or older,8.85,16645,23,1861,43632,2018
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,Manga,Historical,14,Finished Airing,FALSE,43290,NA,24 min per ep,PG-13 - Teens 13 or older,8.85,16645,23,1861,43632,2018
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,Manga,Parody,14,Finished Airing,FALSE,43290,NA,24 min per ep,PG-13 - Teens 13 or older,8.85,16645,23,1861,43632,2018
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,Manga,Samurai,14,Finished Airing,FALSE,43290,NA,24 min per ep,PG-13 - Teens 13 or older,8.85,16645,23,1861,43632,2018
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,Manga,Sci-Fi,14,Finished Airing,FALSE,43290,NA,24 min per ep,PG-13 - Teens 13 or older,8.85,16645,23,1861,43632,2018
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,Manga,Shounen,14,Finished Airing,FALSE,43290,NA,24 min per ep,PG-13 - Teens 13 or older,8.85,16645,23,1861,43632,2018
37510,Mob Psycho 100 II,TV,Web manga,Action,13,Currently Airing,TRUE,43472,NA,24 min per ep,PG-13 - Teens 13 or older,8.71,25702,43,489,187676,2019
37510,Mob Psycho 100 II,TV,Web manga,Slice of Life,13,Currently Airing,TRUE,43472,NA,24 min per ep,PG-13 - Teens 13 or older,8.71,25702,43,489,187676,2019
37510,Mob Psycho 100 II,TV,Web manga,Comedy,13,Currently Airing,TRUE,43472,NA,24 min per ep,PG-13 - Teens 13 or older,8.71,25702,43,489,187676,2019
37510,Mob Psycho 100 II,TV,Web manga,Supernatural,13,Currently Airing,TRUE,43472,NA,24 min per ep,PG-13 - Teens 13 or older,8.71,25702,43,489,187676,2019
37510,Mob Psycho 100 II,TV,Web manga,Action,13,Currently Airing,TRUE,43472,NA,24 min per ep,PG-13 - Teens 13 or older,8.71,25702,43,489,187676,2019
37510,Mob Psycho 100 II,TV,Web manga,Slice of Life,13,Currently Airing,TRUE,43472,NA,24 min per ep,PG-13 - Teens 13 or older,8.71,25702,43,489,187676,2019
37510,Mob Psycho 100 II,TV,Web manga,Comedy,13,Currently Airing,TRUE,43472,NA,24 min per ep,PG-13 - Teens 13 or older,8.71,25702,43,489,187676,2019
37510,Mob Psycho 100 II,TV,Web manga,Supernatural,13,Currently Airing,TRUE,43472,NA,24 min per ep,PG-13 - Teens 13 or older,8.71,25702,43,489,187676,2019
37779,Yakusoku no Neverland,TV,Manga,Sci-Fi,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Mystery,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Horror,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Shounen,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Sci-Fi,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Mystery,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Horror,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Shounen,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Sci-Fi,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Mystery,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Horror,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
37779,Yakusoku no Neverland,TV,Manga,Shounen,12,Currently Airing,TRUE,43475,NA,22 min per ep,None,8.67,32846,52,509,180612,2019
